id,compound_id,health_effect_id,"orig_health_effect_name","orig_compound_name","orig_citation","citation","citation_type","created_at","updated_at",creator_id,updater_id,source_id,"source_type"
5977,8007,766,"Cardiodepressant","ASARONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:38",NULL,NULL,8007,"Compound"
5978,11864,766,"Cardiodepressant","6-SHOGAOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,11864,"Compound"
5979,11888,766,"Cardiodepressant","GUAIACOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,11888,"Compound"
5980,11941,766,"Cardiodepressant","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,11941,"Compound"
5981,12101,766,"Cardiodepressant","SOLANINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,12101,"Compound"
5982,12295,766,"Cardiodepressant","CURCUMIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,12295,"Compound"
5983,3582,767,"Cardiomyopathogenic","COBALT",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3582,"Compound"
5984,5845,768,"Cardioparalytic","PLUMBAGIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,5845,"Compound"
5985,565,769,"Cardioprotective","ALPHA-TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,565,"Compound"
5986,847,769,"Cardioprotective","PROTOCATECHUIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,847,"Compound"
5987,1014,769,"Cardioprotective","NIACIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,1014,"Compound"
5988,1224,769,"Cardioprotective","ASCORBIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,1224,"Compound"
5989,2431,769,"Cardioprotective","GAMMA-TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,2431,"Compound"
5990,2451,769,"Cardioprotective","RESVERATROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,2451,"Compound"
5991,2582,769,"Cardioprotective","CHLOROGENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,2582,"Compound"
5992,3517,769,"Cardioprotective","CHROMIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3517,"Compound"
5993,3519,769,"Cardioprotective","MAGNESIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3519,"Compound"
5994,3522,769,"Cardioprotective","POTASSIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3522,"Compound"
5995,3583,769,"Cardioprotective","COPPER",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3583,"Compound"
5996,3714,769,"Cardioprotective","SILICON",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3714,"Compound"
5997,3793,769,"Cardioprotective?","VANADIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,3793,"Compound"
5998,4902,769,"Cardioprotective","PROANTHOCYANIDINS",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,4902,"Compound"
5999,6561,769,"Cardioprotective","ESTROGENS",NULL,"DUKE","DATABASE","2012-04-10 14:19:06","2014-11-05 14:50:39",NULL,NULL,6561,"Compound"
6000,9021,769,"Cardioprotective","BETAINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,9021,"Compound"
6001,10397,769,"Cardioprotective","TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,10397,"Compound"
6002,11831,769,"Cardioprotective","GENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11831,"Compound"
6003,13001,769,"Cardioprotective","ARJUNOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,13001,"Compound"
6004,13037,769,"Cardioprotective","OLEANOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,13037,"Compound"
6005,13403,769,"Cardioprotective","SELENIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,13403,"Compound"
6006,14376,769,"Cardioprotective","URSOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,14376,"Compound"
6007,2438,770,"Cardiosedative","TRACHELOSIDE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2438,"Compound"
6008,449,771,"Cardiotonic","PIPERINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,449,"Compound"
6009,455,771,"Cardiotonic","THEOBROMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,455,"Compound"
6010,463,771,"Cardiotonic","STACHYDRINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,463,"Compound"
6011,1108,771,"Cardiotonic","6-GINGEROL|GINGEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,1108,"Compound"
6012,2100,771,"Cardiotonic","CAFFEINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2100,"Compound"
6013,2103,771,"Cardiotonic","CARPAINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2103,"Compound"
6014,2438,771,"Cardiotonic","TRACHELOSIDE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2438,"Compound"
6015,2456,771,"Cardiotonic","SOLASONINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2456,"Compound"
6016,2571,771,"Cardiotonic","(+)-CATECHIN|D-CATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2571,"Compound"
6017,2576,771,"Cardiotonic","(-)-EPICATECHIN|EPICATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2576,"Compound"
6018,2776,771,"Cardiotonic","AESCULIN|ESCULIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,2776,"Compound"
6019,3368,771,"Cardiotonic","BENZYL-ACETATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,3368,"Compound"
6020,6175,771,"Cardiotonic","LITHOSPERMIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,6175,"Compound"
6021,10529,771,"Cardiotonic","ZINGERONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,10529,"Compound"
6022,11706,771,"Cardiotonic","8-GINGEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11706,"Compound"
6023,11707,771,"Cardiotonic","10-GINGEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11707,"Compound"
6024,11864,771,"Cardiotonic","6-SHOGAOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11864,"Compound"
6025,11887,771,"Cardiotonic","QUERCITRIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11887,"Compound"
6026,11888,771,"Cardiotonic","GUAIACOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11888,"Compound"
6027,11941,771,"Cardiotonic","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,11941,"Compound"
6028,12101,771,"Cardiotonic","SOLANINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,12101,"Compound"
6029,12166,771,"Cardiotonic","DOPAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,12166,"Compound"
6030,12414,771,"Cardiotonic","CAPSAICIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,12414,"Compound"
6031,12753,771,"Cardiotonic","HORDENINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,12753,"Compound"
6032,13037,771,"Cardiotonic","OLEANOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,13037,"Compound"
6033,13044,771,"Cardiotonic","CRATEGOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:07","2014-11-05 14:50:39",NULL,NULL,13044,"Compound"
6034,14376,771,"Cardiotonic","URSOLIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14376,"Compound"
6035,14982,771,"Cardiotonic","VULGARIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14982,"Compound"
6036,15499,771,"Cardiotonic","TETRAMETHYL-PYRAZINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,15499,"Compound"
6037,19009,771,"Cardiotonic","FENUGREEKINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,19009,"Compound"
6038,1111,772,"Cardiotoxic","GALLO-TANNIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,1111,"Compound"
6039,3522,772,"Cardiotoxic","POTASSIUM",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,3522,"Compound"
6040,433,773,"Cardiovascular","TYRAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,433,"Compound"
6041,453,773,"Cardiovascular","THEOPHYLLINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,453,"Compound"
6042,567,773,"Cardiovascular","L-DOPA",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,567,"Compound"
6043,709,773,"Cardiovascular","SYNEPHRINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,709,"Compound"
6044,1512,773,"Cardiovascular","PYROCATECHOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,1512,"Compound"
6045,3969,773,"Cardiovascular","NICOTINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,3969,"Compound"
6046,5956,773,"Cardiovascular","LIGNANS",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,5956,"Compound"
6047,8938,773,"Cardiovascular","GABA|GAMMA-AMINOBUTYRIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,8938,"Compound"
6048,12161,773,"Cardiovascular","SEROTONIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,12161,"Compound"
6049,12599,773,"Cardiovascular","HISTAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,12599,"Compound"
6050,449,774,"Carminative","PIPERINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,449,"Compound"
6051,1522,774,"Carminative","COPAENE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,1522,"Compound"
6052,2793,774,"Carminative","ANETHOLE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,2793,"Compound"
6053,3241,774,"Carminative","ETHYL-ACETATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,3241,"Compound"
6054,9068,774,"Carminative","CAMPHOR",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,9068,"Compound"
6055,11675,774,"Carminative","SAFROLE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,11675,"Compound"
6056,12174,774,"Carminative","EUGENOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,12174,"Compound"
6057,12462,774,"Carminative","METHYL-SALICYLATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,12462,"Compound"
6058,14502,774,"Carminative","MENTHOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14502,"Compound"
6059,14506,774,"Carminative","ASCARIDOLE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14506,"Compound"
6060,14515,774,"Carminative","CARVACROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14515,"Compound"
6061,14617,774,"Carminative","CARVONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14617,"Compound"
6062,14798,774,"Carminative","THYMOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14798,"Compound"
6063,14799,774,"Carminative","THYMYL-ACETATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14799,"Compound"
6064,14943,774,"Carminative","LINALOOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,14943,"Compound"
6065,15020,774,"Carminative","ZINGIBERENE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,15020,"Compound"
6066,2451,775,"Casein-Kinase-II-Inhibitor","RESVERATROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,2451,"Compound"
6067,13724,776,"Caspase-3-Inducer","CITRAL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,13724,"Compound"
6068,15539,777,"Caspase-3-Inhibitor","CHRYSIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,15539,"Compound"
6069,12365,778,"Caspase-8-Inducer","BETA-SITOSTEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,12365,"Compound"
6070,15539,779,"Caspase-9-Inhibitor","CHRYSIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,15539,"Compound"
6071,2100,780,"Catabolic","CAFFEINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:08","2014-11-05 14:50:39",NULL,NULL,2100,"Compound"
6072,2440,780,"Catabolic","TRICIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2440,"Compound"
6073,2536,780,"Catabolic","RUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2536,"Compound"
6074,2680,780,"Catabolic","HESPERIDIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2680,"Compound"
6075,11907,780,"Catabolic","QUERCETIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,11907,"Compound"
6076,12167,780,"Catabolic","GLUTAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,12167,"Compound"
6077,12414,780,"Catabolic","CAPSAICIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,12414,"Compound"
6078,954,781,"Cataractagenic","NAPHTHALENE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,954,"Compound"
6079,11679,781,"Cataractagenic","SORBITOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,11679,"Compound"
6080,693,782,"COMT-Inhibitor","DIOSMIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,693,"Compound"
6081,2536,782,"COMT-Inhibitor","RUTOSIDE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2536,"Compound"
6082,2571,782,"COMP-Inhibitor","CATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2571,"Compound"
6083,2576,782,"COMP-Inhibitor","(-)-EPICATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2576,"Compound"
6084,11831,782,"Catechol-O-Methyltransferase-Inhibitor","GENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,11831,"Compound"
6085,11907,782,"COMT-Inhibitor","QUERCETIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,11907,"Compound"
6086,12255,782,"Catechol-O-Methyltransferase-Inhibitor","8-HYDROXYGENISTEIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,12255,"Compound"
6087,12727,782,"COMP-Inhibitor","MYRICETIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,12727,"Compound"
6088,17121,782,"COMP-Inhibitor","EPICATECHIN-GALLATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,17121,"Compound"
6089,17707,782,"COMP-Inhibitor","(-)-EPIGALLOCATECHIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,17707,"Compound"
6090,17709,782,"COMP-Inhibitor","(-)-EPIGALLOCATECHIN-GALLATE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,17709,"Compound"
6091,449,783,"Catecholaminogenic","PIPERINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,449,"Compound"
6092,1521,784,"Cathartic","VERBENALIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,1521,"Compound"
6093,2584,784,"Cathartic","CHRYSOPHANOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,2584,"Compound"
6094,5956,784,"Cathartic","LIGNANS",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:39",NULL,NULL,5956,"Compound"
6095,7456,784,"Cathartic","ASPERULOSIDE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,7456,"Compound"
6096,10858,784,"Cathartic","RHEIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,10858,"Compound"
6097,11679,784,"Cathartic","SORBITOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,11679,"Compound"
6098,13865,784,"Cathartic","EMODIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,13865,"Compound"
6099,14312,784,"Cathartic","MONOTROPEIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,14312,"Compound"
6100,14827,784,"Cathartic","PHYSCION",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,14827,"Compound"
6101,15470,784,"Cathartic","AUCUBIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,15470,"Compound"
6102,14965,785,"Cerebrodepressant","THUJONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,14965,"Compound"
6103,12161,786,"Cerebrophilic","5-HYDROXYTRYPTAMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,12161,"Compound"
6104,5753,787,"Cerebroprotective","VITAMIN-E",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,5753,"Compound"
6105,10397,787,"Cerebroprotective","TOCOPHEROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,10397,"Compound"
6106,4644,788,"Cerebrostimulant","ACETYL-CHOLINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,4644,"Compound"
6107,710,789,"Cerebrotonic","CHOLINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,710,"Compound"
6108,1354,789,"Cerebrotonic","SMILAGENIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,1354,"Compound"
6109,9779,790,"Cerebrotoxic","MENTHONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:09","2014-11-05 14:50:40",NULL,NULL,9779,"Compound"
6110,14301,790,"Cerebrotoxic","PULEGONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,14301,"Compound"
6111,1064,791,"Cerumenolytic","PAPAIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,1064,"Compound"
6112,2166,792,"Cestodicide","PELLETIERINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2166,"Compound"
6113,453,793,"cGMP-Inhibitor","THEOPHYLLINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,453,"Compound"
6114,453,794,"cGMP-Phosphodiesterase-Inhibitor","THEOPHYLLINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,453,"Compound"
6115,455,794,"cGMP-Phosphodiesterase-Inhibitor","THEOBROMINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,455,"Compound"
6116,2100,794,"cGMP-Phosphodiesterase-Inhibitor","CAFFEINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2100,"Compound"
6117,1111,795,"Chelator","TANNIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,1111,"Compound"
6118,9722,795,"Chelator","LIGNIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,9722,"Compound"
6119,12295,795,"Chelator","CURCUMIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,12295,"Compound"
6120,693,796,"Chemopreventive","DIOSMIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,693,"Compound"
6121,847,796,"Chemopreventive","PROTOCATECHUIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,847,"Compound"
6122,939,796,"Chemopreventive","INDOLE-3-CARBINOL",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,939,"Compound"
6123,1083,796,"Chemopreventive","BROMELAIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,1083,"Compound"
6124,1141,796,"Chemopreventive (Breast Cancer)|Chemopreventive (Colon Cancer)","INULIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,1141,"Compound"
6125,2096,796,"Chemopreventive","BOLDINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2096,"Compound"
6126,2451,796,"Chemopreventive","RESVERATROL",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2451,"Compound"
6127,2536,796,"Chemopreventive","RUTIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2536,"Compound"
6128,2558,796,"Chemopreventive","CAFFEIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2558,"Compound"
6129,2582,796,"Chemopreventive","CHLOROGENIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2582,"Compound"
6130,2593,796,"Chemopreventive","P-COUMARIC-ACID",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,2593,"Compound"
6131,5457,796,"Chemopreventive","ANTHOCYANINS",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,5457,"Compound"
6132,5818,796,"Chemopreventive","1,4-NAPHTHOQUINONE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,5818,"Compound"
6133,11941,796,"Chemopreventive","COUMARIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,11941,"Compound"
6134,12226,796,"Chemopreventive","BIOCHANIN-A",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,12226,"Compound"
6135,12295,796,"Chemopreventive","CURCUMIN",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,12295,"Compound"
6136,12378,796,"Chemopreventive","PTEROSTILBENE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,12378,"Compound"
6137,12678,796,"Chemopreventive","S-ALLYL-L-CYSTEINE",NULL,"DUKE","DATABASE","2012-04-10 14:19:10","2014-11-05 14:50:40",NULL,NULL,12678,"Compound"
