id,"external_id","annotations",compound_id,creator_id,updater_id,"created_at","updated_at"
2342,"LMST02030091","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22108,NULL,NULL,"2015-02-24 22:33:03","2015-02-24 22:33:03"
2343,"LMST04010155","C24 bile acids, alcohols, and derivatives
",22116,NULL,NULL,"2015-02-24 22:33:06","2015-02-24 22:33:06"
2344,"LMST02030194","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22120,NULL,NULL,"2015-02-24 22:33:07","2015-02-24 22:33:07"
2345,"CHEBI:70818","aromatic ether
monocarboxylic acid
phenols
",22121,NULL,NULL,"2015-02-24 22:33:07","2015-02-24 22:33:07"
2346,"CHEBI:776","16alpha-hydroxy steroid
",22122,NULL,NULL,"2015-02-24 22:33:08","2015-02-24 22:33:08"
2347,"LMST02010041","C18 steroids (estrogens) and derivatives
",22122,NULL,NULL,"2015-02-24 22:33:08","2015-02-24 22:33:08"
2348,"CHEBI:28744","17beta-hydroxy steroid
2-hydroxy steroid
",22125,NULL,NULL,"2015-02-24 22:33:09","2015-02-24 22:33:09"
2349,"C05301","C18 steroids (estrogens) and derivatives
Estrane and derivatives
",22125,NULL,NULL,"2015-02-24 22:33:09","2015-02-24 22:33:09"
2350,"LMST02010027","C18 steroids (estrogens) and derivatives
",22125,NULL,NULL,"2015-02-24 22:33:09","2015-02-24 22:33:09"
2351,"LMST04010126","C24 bile acids, alcohols, and derivatives
",22127,NULL,NULL,"2015-02-24 22:33:10","2015-02-24 22:33:10"
2352,"LMST02010006","C18 steroids (estrogens) and derivatives
",22133,NULL,NULL,"2015-02-24 22:33:12","2015-02-24 22:33:12"
2353,"CHEBI:27771","17-oxo steroid
16alpha-hydroxy steroid
androstanoid
3beta-hydroxy steroid
",22138,NULL,NULL,"2015-02-24 22:33:13","2015-02-24 22:33:13"
2354,"C05139","C19 steroids (androgens) and derivatives
",22138,NULL,NULL,"2015-02-24 22:33:13","2015-02-24 22:33:13"
2355,"LMST02020064","C19 steroids (androgens) and derivatives
",22138,NULL,NULL,"2015-02-24 22:33:13","2015-02-24 22:33:13"
2356,"CHEBI:28750","17alpha-hydroxy steroid
3beta-hydroxy steroid
hydroxypregnenolone
",22145,NULL,NULL,"2015-02-24 22:33:15","2015-02-24 22:33:15"
2357,"LMST02030089","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22145,NULL,NULL,"2015-02-24 22:33:15","2015-02-24 22:33:15"
2358,"LMST04010065","C24 bile acids, alcohols, and derivatives
",22146,NULL,NULL,"2015-02-24 22:33:16","2015-02-24 22:33:16"
2359,"CHEBI:17252","17alpha-hydroxy steroid
",22155,NULL,NULL,"2015-02-24 22:33:17","2015-02-24 22:33:17"
2360,"C01176","Progestagens
",22155,NULL,NULL,"2015-02-24 22:33:17","2015-02-24 22:33:17"
2361,"LMST02030161","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22155,NULL,NULL,"2015-02-24 22:33:17","2015-02-24 22:33:17"
2362,"CHEBI:1427","monocarboxylic acid
",22156,NULL,NULL,"2015-02-24 22:33:19","2015-02-24 22:33:19"
2363,"CHEBI:16390","7-oxo steroid
oxo-5beta-cholanic acid
",22172,NULL,NULL,"2015-02-24 22:33:23","2015-02-24 22:33:23"
2364,"LMST04010184","C24 bile acids, alcohols, and derivatives
",22172,NULL,NULL,"2015-02-24 22:33:23","2015-02-24 22:33:23"
2365,"LMFA01170087","Dicarboxylic acids
",22174,NULL,NULL,"2015-02-24 22:33:24","2015-02-24 22:33:24"
2366,"CHEBI:37440","oxo dicarboxylic acid
",22178,NULL,NULL,"2015-02-24 22:33:26","2015-02-24 22:33:26"
2367,"LMFA01170096","Dicarboxylic acids
",22178,NULL,NULL,"2015-02-24 22:33:26","2015-02-24 22:33:26"
2368,"CHEBI:16312","oxo-5beta-cholanic acid
",22180,NULL,NULL,"2015-02-24 22:33:27","2015-02-24 22:33:27"
2369,"LMST04010176","C24 bile acids, alcohols, and derivatives
",22180,NULL,NULL,"2015-02-24 22:33:27","2015-02-24 22:33:27"
2370,"CHEBI:62462","oxopurine
",22182,NULL,NULL,"2015-02-24 22:33:27","2015-02-24 22:33:27"
2371,"CPD0-2461","a small molecule
",22182,NULL,NULL,"2015-02-24 22:33:27","2015-02-24 22:33:27"
2372,"CHEBI:28955","17beta-hydroxy steroid
3-hydroxy steroid
",22184,NULL,NULL,"2015-02-24 22:33:28","2015-02-24 22:33:28"
2373,"C05302","C18 steroids (estrogens) and derivatives
Estrane and derivatives
",22184,NULL,NULL,"2015-02-24 22:33:28","2015-02-24 22:33:28"
2374,"LMST02010035","C18 steroids (estrogens) and derivatives
",22184,NULL,NULL,"2015-02-24 22:33:28","2015-02-24 22:33:28"
2375,"LMST02010047","C18 steroids (estrogens) and derivatives
",22185,NULL,NULL,"2015-02-24 22:33:29","2015-02-24 22:33:29"
2376,"LMST04010067","C24 bile acids, alcohols, and derivatives
",22194,NULL,NULL,"2015-02-24 22:33:31","2015-02-24 22:33:31"
2377,"LMST05020021","Sulfates
",22195,NULL,NULL,"2015-02-24 22:33:32","2015-02-24 22:33:32"
2378,"LMST02030193","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22196,NULL,NULL,"2015-02-24 22:33:33","2015-02-24 22:33:33"
2379,"LMST02030142","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22216,NULL,NULL,"2015-02-24 22:33:38","2015-02-24 22:33:38"
2380,"CHEBI:68499","N-acylglycine
",22220,NULL,NULL,"2015-02-24 22:33:39","2015-02-24 22:33:39"
2381,"CHEBI:63931","biopterin
",22223,NULL,NULL,"2015-02-24 22:33:40","2015-02-24 22:33:40"
2382,"CHEBI:16964","pyrimidone
primary alcohol
",22224,NULL,NULL,"2015-02-24 22:33:40","2015-02-24 22:33:40"
2383,"CPD-254","a small molecule
",22224,NULL,NULL,"2015-02-24 22:33:40","2015-02-24 22:33:40"
2384,"CHEBI:60281","tertiary amine
",22225,NULL,NULL,"2015-02-24 22:33:41","2015-02-24 22:33:41"
2385,"CHEBI:16990","dicarboxylic acid
biladienes
",22233,NULL,NULL,"2015-02-24 22:33:42","2015-02-24 22:33:42"
2386,"CHEBI:17261","glucosaminylamine
N(4)-glycosyl-L-asparagine
",22234,NULL,NULL,"2015-02-24 22:33:43","2015-02-24 22:33:43"
2387,"CHEBI:28195","3alpha-hydroxy steroid
17-oxo steroid
androstanoid
",22235,NULL,NULL,"2015-02-24 22:33:44","2015-02-24 22:33:44"
2388,"C04373","C19 steroids (androgens) and derivatives
Androstane and derivatives
",22235,NULL,NULL,"2015-02-24 22:33:44","2015-02-24 22:33:44"
2389,"LMST02020059","C19 steroids (androgens) and derivatives
",22235,NULL,NULL,"2015-02-24 22:33:44","2015-02-24 22:33:44"
2390,"CHEBI:18329","17beta-hydroxy steroid
3beta-hydroxy steroid
androstane-3,17-diol
",22236,NULL,NULL,"2015-02-24 22:33:45","2015-02-24 22:33:45"
2391,"C12525","C19 steroids (androgens) and derivatives
",22236,NULL,NULL,"2015-02-24 22:33:45","2015-02-24 22:33:45"
2392,"LMST02020053","C19 steroids (androgens) and derivatives
",22236,NULL,NULL,"2015-02-24 22:33:45","2015-02-24 22:33:45"
2393,"CHEBI:23774","uridines
",22239,NULL,NULL,"2015-02-24 22:33:47","2015-02-24 22:33:47"
2394,"CHEBI:16259","N-acetyl-L-amino acid
N-acetylphenylalanine
N-acyl-L-phenylalanine
",22247,NULL,NULL,"2015-02-24 22:33:49","2015-02-24 22:33:49"
2395,"CHEBI:16755","bile acid
dihydroxy-5beta-cholanic acid
",22250,NULL,NULL,"2015-02-24 22:33:49","2015-02-24 22:33:49"
2396,"C02528","C24 bile acids, alcohols, and derivatives
Cholane and derivatives
",22250,NULL,NULL,"2015-02-24 22:33:49","2015-02-24 22:33:49"
2397,"LMST04010032","C24 bile acids, alcohols, and derivatives
",22250,NULL,NULL,"2015-02-24 22:33:49","2015-02-24 22:33:49"
2398,"CHEBI:37245","dicarboxylic acid
",22253,NULL,NULL,"2015-02-24 22:33:50","2015-02-24 22:33:50"
2399,"LMFA01170068","Dicarboxylic acids
",22253,NULL,NULL,"2015-02-24 22:33:50","2015-02-24 22:33:50"
2400,"LMST02030200","C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",22257,NULL,NULL,"2015-02-24 22:33:51","2015-02-24 22:33:51"
2401,"LMFA01030226","Unsaturated fatty acids
",22260,NULL,NULL,"2015-02-24 22:33:53","2015-02-24 22:33:53"
2402,"CHEBI:40410","N-acetyl-amino acid
N-acylglycine
",22263,NULL,NULL,"2015-02-24 22:33:53","2015-02-24 22:33:53"
2403,"CHEBI:20912","arabinonic acid
",22265,NULL,NULL,"2015-02-24 22:33:54","2015-02-24 22:33:54"
2404,"CHEBI:41500","monocarboxylic acid
",22269,NULL,NULL,"2015-02-24 22:33:56","2015-02-24 22:33:56"
2405,"LMST02020099","C19 steroids (androgens) and derivatives
",22273,NULL,NULL,"2015-02-24 22:33:57","2015-02-24 22:33:57"
2406,"CHEBI:43433","L-alpha-amino acid
alloisoleucine
",22280,NULL,NULL,"2015-02-24 22:33:59","2015-02-24 22:33:59"
2407,"CHEBI:72999","phosphatidylcholine 32:0
",22284,NULL,NULL,"2015-02-24 22:34:00","2015-02-24 22:34:00"
2408,"LMGP01010564","Diacylglycerophosphocholines
",22284,NULL,NULL,"2015-02-24 22:34:00","2015-02-24 22:34:00"
2409,"CHEBI:16534","galactonic acid
",22285,NULL,NULL,"2015-02-24 22:34:02","2015-02-24 22:34:02"
2410,"LMST01010078","Cholesterol and derivatives
",22288,NULL,NULL,"2015-02-24 22:34:03","2015-02-24 22:34:03"
2411,"CHEBI:17544","carbon oxoanion
",22297,NULL,NULL,"2015-02-24 22:34:06","2015-02-24 22:34:06"
2412,"HCO3","an anion
",22297,NULL,NULL,"2015-02-24 22:34:06","2015-02-24 22:34:06"
2413,"CHEBI:15138","inorganic anion
",22299,NULL,NULL,"2015-02-24 22:34:08","2015-02-24 22:34:08"
2414,"CPD-7046","an anion
",22299,NULL,NULL,"2015-02-24 22:34:08","2015-02-24 22:34:08"
2415,"CHEBI:18402","3alpha-hydroxy steroid
hydroxy monocarboxylic acid
7alpha-hydroxy steroid
12alpha-hydroxy steroid
",22300,NULL,NULL,"2015-02-24 22:34:09","2015-02-24 22:34:09"
2416,"LMST04030001","C27 bile acids, alcohols, and derivatives
",22300,NULL,NULL,"2015-02-24 22:34:09","2015-02-24 22:34:09"
2417,"LMFA01170045","Dicarboxylic acids
",22301,NULL,NULL,"2015-02-24 22:34:10","2015-02-24 22:34:10"
2418,"CHEBI:32796","2-hydroxyglutaric acid
",22302,NULL,NULL,"2015-02-24 22:34:10","2015-02-24 22:34:10"
2419,"CHEBI:41509","cholesteryl octadeca-9,12-dienoate
",22304,NULL,NULL,"2015-02-24 22:34:12","2015-02-24 22:34:12"
2420,"C15441","Cholesteryl esters
",22304,NULL,NULL,"2015-02-24 22:34:12","2015-02-24 22:34:12"
2421,"LMST01020008","Steryl esters
",22304,NULL,NULL,"2015-02-24 22:34:12","2015-02-24 22:34:12"
2422,"CHEBI:37655","erythronic acid
",22306,NULL,NULL,"2015-02-24 22:34:13","2015-02-24 22:34:13"
2423,"CHEBI:15670","glutaconic acid
",22309,NULL,NULL,"2015-02-24 22:34:16","2015-02-24 22:34:16"
2424,"LMFA01170109","Dicarboxylic acids
",22309,NULL,NULL,"2015-02-24 22:34:16","2015-02-24 22:34:16"
2425,"CHEBI:741548","dicarboxylic acid
",22310,NULL,NULL,"2015-02-24 22:34:16","2015-02-24 22:34:16"
2426,"LMFA01170105","Dicarboxylic acids
",22310,NULL,NULL,"2015-02-24 22:34:16","2015-02-24 22:34:16"
2427,"CHEBI:4676","alpha,omega-dicarboxylic acid
",22311,NULL,NULL,"2015-02-24 22:34:17","2015-02-24 22:34:17"
2428,"C02678","Dicarboxylic acids
",22311,NULL,NULL,"2015-02-24 22:34:17","2015-02-24 22:34:17"
2429,"LMFA01170009","Dicarboxylic acids
",22311,NULL,NULL,"2015-02-24 22:34:17","2015-02-24 22:34:17"
2430,"CPD-10670","an &alpha; &omega; dicarboxylate
",22311,NULL,NULL,"2015-02-24 22:34:17","2015-02-24 22:34:17"
2431,"CHEBI:16040","aminopyrimidine
pyrimidone
pyrimidine nucleobase
",22314,NULL,NULL,"2015-02-24 22:34:19","2015-02-24 22:34:19"
2432,"C00380","pyrimidines
",22314,NULL,NULL,"2015-02-24 22:34:19","2015-02-24 22:34:19"
2433,"CYTOSINE","a pyrimidine-related compound
a pyrimidine base
",22314,NULL,NULL,"2015-02-24 22:34:19","2015-02-24 22:34:19"
2434,"CHEBI:41183","biopterin
",22317,NULL,NULL,"2015-02-24 22:34:21","2015-02-24 22:34:21"
2435,"CHEBI:17626","dicarboxylic acid
",22318,NULL,NULL,"2015-02-24 22:34:22","2015-02-24 22:34:22"
2436,"LMFA01170099","Dicarboxylic acids
",22318,NULL,NULL,"2015-02-24 22:34:22","2015-02-24 22:34:22"
2437,"CHEBI:28421","coproporphyrin
",22322,NULL,NULL,"2015-02-24 22:34:23","2015-02-24 22:34:23"
2438,"CHEBI:41321","steroid sulfate
",22327,NULL,NULL,"2015-02-24 22:34:26","2015-02-24 22:34:26"
2439,"LMST05020016","Sulfates
",22327,NULL,NULL,"2015-02-24 22:34:26","2015-02-24 22:34:26"
2440,"CHEBI:16002","glucaric acid
",22332,NULL,NULL,"2015-02-24 22:34:28","2015-02-24 22:34:28"
2441,"LMFA01170108","Dicarboxylic acids
",22332,NULL,NULL,"2015-02-24 22:34:28","2015-02-24 22:34:28"
2442,"CHEBI:30662","thyronine
",22335,NULL,NULL,"2015-02-24 22:34:30","2015-02-24 22:34:30"
2443,"CHEBI:73246","1-acyl-2-hexadecanoyl-sn-glycero-3-phosphate
",22338,NULL,NULL,"2015-02-24 22:34:32","2015-02-24 22:34:32"
2444,"LMGP10010027","Diacylglycerophosphates
",22338,NULL,NULL,"2015-02-24 22:34:32","2015-02-24 22:34:32"
2445,"CHEBI:70984","N-acylglycine
",22340,NULL,NULL,"2015-02-24 22:34:34","2015-02-24 22:34:34"
2446,"CHEBI:17443","ureas
L-lysine derivative
L-alpha-amino acid
",22341,NULL,NULL,"2015-02-24 22:34:35","2015-02-24 22:34:35"
2447,"CHEBI:43355","indoles
aryl sulfate
",22342,NULL,NULL,"2015-02-24 22:34:35","2015-02-24 22:34:35"
2448,"CHEBI:16946","kynurenine
",22344,NULL,NULL,"2015-02-24 22:34:37","2015-02-24 22:34:37"
2449,"CHEBI:43419","dihydroxy-5beta-cholanic acid
",22345,NULL,NULL,"2015-02-24 22:34:38","2015-02-24 22:34:38"
2450,"C17662","C24 bile acids, alcohols, and derivatives
",22345,NULL,NULL,"2015-02-24 22:34:38","2015-02-24 22:34:38"
2451,"LMST04010035","C24 bile acids, alcohols, and derivatives
",22345,NULL,NULL,"2015-02-24 22:34:38","2015-02-24 22:34:38"
2452,"CHEBI:32797","2-hydroxyglutaric acid
",22348,NULL,NULL,"2015-02-24 22:34:40","2015-02-24 22:34:40"
2453,"CHEBI:37998","bile acid glycine conjugate
",22350,NULL,NULL,"2015-02-24 22:34:41","2015-02-24 22:34:41"
2454,"LMST05030009","Glycine conjugates
",22350,NULL,NULL,"2015-02-24 22:34:41","2015-02-24 22:34:41"
2455,"CHEBI:16797","pyridinium ion
",22351,NULL,NULL,"2015-02-24 22:34:42","2015-02-24 22:34:42"
2456,"CPD-396","a small molecule
",22351,NULL,NULL,"2015-02-24 22:34:42","2015-02-24 22:34:42"
2457,"CHEBI:33404","3-hydroxy monocarboxylic acid
omega-hydroxy fatty acid
",22352,NULL,NULL,"2015-02-24 22:34:42","2015-02-24 22:34:42"
2458,"CHEBI:64390","N-acylglycine
",22353,NULL,NULL,"2015-02-24 22:34:43","2015-02-24 22:34:43"
2459,"CHEBI:15999","phenols
oxo carboxylic acid
",22356,NULL,NULL,"2015-02-24 22:34:46","2015-02-24 22:34:46"
2460,"LMST04010445","C24 bile acids, alcohols, and derivatives
",22357,NULL,NULL,"2015-02-24 22:34:47","2015-02-24 22:34:47"
2461,"CHEBI:30830","4-hydroxy monocarboxylic acid
hydroxybutyric acid
",22359,NULL,NULL,"2015-02-24 22:34:48","2015-02-24 22:34:48"
2462,"LMFA01050006","Hydroxy fatty acids
",22359,NULL,NULL,"2015-02-24 22:34:48","2015-02-24 22:34:48"
2463,"CHEBI:18344","monohydroxyquinoline
quinolinemonocarboxylic acid
",22363,NULL,NULL,"2015-02-24 22:34:50","2015-02-24 22:34:50"
2464,"LMST04010004","C24 bile acids, alcohols, and derivatives
",22364,NULL,NULL,"2015-02-24 22:34:51","2015-02-24 22:34:51"
2465,"CHEBI:70979","N-acylglycine
",22371,NULL,NULL,"2015-02-24 22:34:53","2015-02-24 22:34:53"
2466,"CHEBI:27891","S-substituted L-cysteine
organic thiosulfate
",22372,NULL,NULL,"2015-02-24 22:34:53","2015-02-24 22:34:53"
2467,"CHEBI:28595","monocarboxylic acid
monocarboxylic acid amide
",22375,NULL,NULL,"2015-02-24 22:34:56","2015-02-24 22:34:56"
2468,"CHEBI:16600","dicarboxylic acid
",22384,NULL,NULL,"2015-02-24 22:35:00","2015-02-24 22:35:00"
2469,"LMFA01170116","Dicarboxylic acids
",22384,NULL,NULL,"2015-02-24 22:35:00","2015-02-24 22:35:00"
2470,"CHEBI:17399","xylulose
",22386,NULL,NULL,"2015-02-24 22:35:01","2015-02-24 22:35:01"
2471,"CHEBI:68566","alpha,omega-dicarboxylic acid
",22387,NULL,NULL,"2015-02-24 22:35:01","2015-02-24 22:35:01"
2472,"LMFA01170117","Dicarboxylic acids
",22387,NULL,NULL,"2015-02-24 22:35:01","2015-02-24 22:35:01"
2473,"CHEBI:37084","3-hydroxy monocarboxylic acid
",22388,NULL,NULL,"2015-02-24 22:35:01","2015-02-24 22:35:01"
2474,"LMFA01050396","Hydroxy fatty acids
",22388,NULL,NULL,"2015-02-24 22:35:01","2015-02-24 22:35:01"
2475,"CHEBI:73514","dipeptide
",22391,NULL,NULL,"2015-02-24 22:35:03","2015-02-24 22:35:03"
2476,"CHEBI:40992","alanine derivative
N-acetyl-L-amino acid
",22394,NULL,NULL,"2015-02-24 22:35:05","2015-02-24 22:35:05"
2477,"CHEBI:49026","N-acetylneuraminic acid
",22397,NULL,NULL,"2015-02-24 22:35:07","2015-02-24 22:35:07"
2478,"LMFA01170029","Dicarboxylic acids
",22402,NULL,NULL,"2015-02-24 22:35:11","2015-02-24 22:35:11"
2479,"CHEBI:28315","pyrazolopyrimidine
",22405,NULL,NULL,"2015-02-24 22:35:13","2015-02-24 22:35:13"
2480,"C07599","C40 isoprenoids (tetraterpenes)
",22405,NULL,NULL,"2015-02-24 22:35:13","2015-02-24 22:35:13"
2481,"CHEBI:64491","5,6,7,8-tetrahydrobiopterin
",22406,NULL,NULL,"2015-02-24 22:35:14","2015-02-24 22:35:14"
2482,"CHEBI:18102","O-acyl-L-carnitine
",22409,NULL,NULL,"2015-02-24 22:35:16","2015-02-24 22:35:16"
2483,"C02838","Fatty acyl carnitines
",22409,NULL,NULL,"2015-02-24 22:35:16","2015-02-24 22:35:16"
2484,"LMFA07070002","Fatty acyl carnitines
",22409,NULL,NULL,"2015-02-24 22:35:16","2015-02-24 22:35:16"
2485,"CHEBI:41865","alpha,omega-dicarboxylic acid
",22410,NULL,NULL,"2015-02-24 22:35:17","2015-02-24 22:35:17"
2486,"C08277","Dicarboxylic acids
",22410,NULL,NULL,"2015-02-24 22:35:17","2015-02-24 22:35:17"
2487,"LMFA01170006","Dicarboxylic acids
",22410,NULL,NULL,"2015-02-24 22:35:17","2015-02-24 22:35:17"
2488,"CHEBI:21500","N-acetyl-O-acetylneuraminic acid
",22412,NULL,NULL,"2015-02-24 22:35:18","2015-02-24 22:35:18"
2489,"CHEBI:18319","1-(phosphoribosyl)imidazolecarboxamide
",22414,NULL,NULL,"2015-02-24 22:35:19","2015-02-24 22:35:19"
2490,"C01607","Acyclic diterpenoids
",22415,NULL,NULL,"2015-02-24 22:35:20","2015-02-24 22:35:20"
2491,"CHEBI:28009","N-acetyl-D-glucosamine
",22416,NULL,NULL,"2015-02-24 22:35:21","2015-02-24 22:35:21"
2492,"CHEBI:52030","3alpha-hydroxy steroid
6beta-hydroxy steroid
",22422,NULL,NULL,"2015-02-24 22:35:25","2015-02-24 22:35:25"
2493,"LMST04010025","C24 bile acids, alcohols, and derivatives
",22422,NULL,NULL,"2015-02-24 22:35:25","2015-02-24 22:35:25"
2494,"CHEBI:21547","N-acetyl-L-amino acid
N-acyl-L-aspartic acid
",22423,NULL,NULL,"2015-02-24 22:35:26","2015-02-24 22:35:26"
2495,"CHEBI:17150","carboxyalkyl phosphate
",22426,NULL,NULL,"2015-02-24 22:35:27","2015-02-24 22:35:27"
2496,"CHEBI:74688","biopterins
",22427,NULL,NULL,"2015-02-24 22:35:28","2015-02-24 22:35:28"
2497,"CHEBI:27480","monocarboxylic acid
monocarboxylic acid amide
N-acylglycine
",22429,NULL,NULL,"2015-02-24 22:35:30","2015-02-24 22:35:30"
2498,"C03017","Fatty acyl carnitines
",22431,NULL,NULL,"2015-02-24 22:35:32","2015-02-24 22:35:32"
2499,"CHEBI:15859","aspartic acid derivative
N-carbamoyl-L-amino acid
N-carbamoylaspartic acid
",22432,NULL,NULL,"2015-02-24 22:35:33","2015-02-24 22:35:33"
2500,"CHEBI:74099","N-acylglycine
",22436,NULL,NULL,"2015-02-24 22:35:36","2015-02-24 22:35:36"
2501,"CHEBI:18386","quinolinemonocarboxylic acid
",22438,NULL,NULL,"2015-02-24 22:35:36","2015-02-24 22:35:36"
2502,"CHEBI:7274","glutamic acid derivative
N-formimino-amino acid
",22443,NULL,NULL,"2015-02-24 22:35:38","2015-02-24 22:35:38"
2503,"CHEBI:30531","alpha,omega-dicarboxylic acid
",22446,NULL,NULL,"2015-02-24 22:35:39","2015-02-24 22:35:39"
2504,"C02656","Dicarboxylic acids
",22446,NULL,NULL,"2015-02-24 22:35:39","2015-02-24 22:35:39"
2505,"LMFA01170051","Dicarboxylic acids
",22446,NULL,NULL,"2015-02-24 22:35:39","2015-02-24 22:35:39"
2506,"CHEBI:70869","carboxylic ester
glycine derivative
",22448,NULL,NULL,"2015-02-24 22:35:40","2015-02-24 22:35:40"
2507,"CHEBI:16332","xylulose 5-phosphate
",22453,NULL,NULL,"2015-02-24 22:35:41","2015-02-24 22:35:41"
2508,"CHEBI:76308","alpha,omega-dicarboxylic acid
",22456,NULL,NULL,"2015-02-24 22:35:42","2015-02-24 22:35:42"
2509,"LMFA01170018","Dicarboxylic acids
",22456,NULL,NULL,"2015-02-24 22:35:42","2015-02-24 22:35:42"
2510,"LMST05030013","Glycine conjugates
",22459,NULL,NULL,"2015-02-24 22:35:43","2015-02-24 22:35:43"
2511,"CHEBI:10072","quinolinemonocarboxylic acid
dihydroxyquinoline
",22460,NULL,NULL,"2015-02-24 22:35:44","2015-02-24 22:35:44"
2512,"CHEBI:3663","cholesterol ester
",22462,NULL,NULL,"2015-02-24 22:35:45","2015-02-24 22:35:45"
2513,"C11251","Cholesteryl esters
",22462,NULL,NULL,"2015-02-24 22:35:45","2015-02-24 22:35:45"
2514,"LMST01020005","Steryl esters
",22462,NULL,NULL,"2015-02-24 22:35:45","2015-02-24 22:35:45"
2515,"CHEBI:73713","alpha,omega-dicarboxylic acid
",22463,NULL,NULL,"2015-02-24 22:35:46","2015-02-24 22:35:46"
2516,"LMFA01170007","Dicarboxylic acids
",22463,NULL,NULL,"2015-02-24 22:35:46","2015-02-24 22:35:46"
2517,"CHEBI:74435","N-acylglycine
",22466,NULL,NULL,"2015-02-24 22:35:46","2015-02-24 22:35:46"
2518,"CHEBI:9410","bile acid taurine conjugate
",22467,NULL,NULL,"2015-02-24 22:35:47","2015-02-24 22:35:47"
2519,"LMST05040013","Taurine conjugates
",22467,NULL,NULL,"2015-02-24 22:35:47","2015-02-24 22:35:47"
2520,"CHEBI:29009","imidazoles
primary amino compound
",22469,NULL,NULL,"2015-02-24 22:35:48","2015-02-24 22:35:48"
2521,"CHEBI:15994","androstane-3,17-dione
",22470,NULL,NULL,"2015-02-24 22:35:49","2015-02-24 22:35:49"
2522,"LMST02020085","C19 steroids (androgens) and derivatives
",22470,NULL,NULL,"2015-02-24 22:35:49","2015-02-24 22:35:49"
2523,"CHEBI:15846","NAD(P)(+)
NAD
",22472,NULL,NULL,"2015-02-24 22:35:52","2015-02-24 22:35:52"
2524,"CHEBI:17713","purine 2'-deoxyribonucleoside 5'-monophosphate
2'-deoxyadenosine 5'-phosphate
",22474,NULL,NULL,"2015-02-24 22:35:55","2015-02-24 22:35:55"
2525,"C00360","Deoxyribonucleotides
",22474,NULL,NULL,"2015-02-24 22:35:55","2015-02-24 22:35:55"
2526,"CHEBI:71169","adenosines
aspartic acid derivative
",22477,NULL,NULL,"2015-02-24 22:35:57","2015-02-24 22:35:57"
2527,"CPD-11831","a small molecule
",22478,NULL,NULL,"2015-02-24 22:35:58","2015-02-24 22:35:58"
2528,"LMST04010088","C24 bile acids, alcohols, and derivatives
",22479,NULL,NULL,"2015-02-24 22:36:00","2015-02-24 22:36:00"
2529,"CHEBI:46898","cholesteryl octadec-9-enoate
",22480,NULL,NULL,"2015-02-24 22:36:01","2015-02-24 22:36:01"
2530,"LMST01020003","Steryl esters
",22480,NULL,NULL,"2015-02-24 22:36:01","2015-02-24 22:36:01"
2531,"CHEBI:16175","cholestanoid
3-oxo Delta(4)-steroid
",22482,NULL,NULL,"2015-02-24 22:36:02","2015-02-24 22:36:02"
2532,"LMST01010015","Cholesterol and derivatives
",22482,NULL,NULL,"2015-02-24 22:36:02","2015-02-24 22:36:02"
2533,"CHEBI:545687","dicarboxylic acid
",22486,NULL,NULL,"2015-02-24 22:36:03","2015-02-24 22:36:03"
2534,"LMFA01170002","Dicarboxylic acids
",22486,NULL,NULL,"2015-02-24 22:36:03","2015-02-24 22:36:03"
2535,"CHEBI:17200","UDP-sugar
",22488,NULL,NULL,"2015-02-24 22:36:04","2015-02-24 22:36:04"
2536,"CHEBI:27484","uroporphyrin
",22489,NULL,NULL,"2015-02-24 22:36:07","2015-02-24 22:36:07"
2537,"CHEBI:16680","organic sulfide
adenosines
homocysteines
",22490,NULL,NULL,"2015-02-24 22:36:08","2015-02-24 22:36:08"
2538,"CHEBI:49059","threonic acid
",22494,NULL,NULL,"2015-02-24 22:36:10","2015-02-24 22:36:10"
2539,"CHEBI:9907","bile acid
dihydroxy-5beta-cholanic acid
",22495,NULL,NULL,"2015-02-24 22:36:10","2015-02-24 22:36:10"
2540,"C07880","C24 bile acids, alcohols, and derivatives
Cholane and derivatives
",22495,NULL,NULL,"2015-02-24 22:36:10","2015-02-24 22:36:10"
2541,"LMST04010033","C24 bile acids, alcohols, and derivatives
",22495,NULL,NULL,"2015-02-24 22:36:10","2015-02-24 22:36:10"
2542,"CHEBI:16525","bile acid taurine conjugate
",22498,NULL,NULL,"2015-02-24 22:36:14","2015-02-24 22:36:14"
2543,"C05465","C26 bile acids, alcohols, and derivatives
Taurine conjugates
",22498,NULL,NULL,"2015-02-24 22:36:14","2015-02-24 22:36:14"
2544,"LMST05040005","Taurine conjugates
",22498,NULL,NULL,"2015-02-24 22:36:14","2015-02-24 22:36:14"
2545,"CHEBI:73018","N-acylglycine
",22500,NULL,NULL,"2015-02-24 22:36:15","2015-02-24 22:36:15"
2546,"CHEBI:28862","deoxyguanosine phosphate
guanyl deoxyribonucleotide
purine 2'-deoxyribonucleoside 5'-diphosphate
",22501,NULL,NULL,"2015-02-24 22:36:16","2015-02-24 22:36:16"
